,synopsis,cluster
"(12,)",RT @GovMikeHuckabee: Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…,12
"(0,)",USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true,0
"(8,)","Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words, education of your children from D.C. No way",8
"(5,)","#EndCommonCore #Trump2016
Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI",5
"(6,)","Just finished my second speech. 20K in Dayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I love you, Ohio! https://t.co/IDmwG5FQsw",6
"(8,)",It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!,8
"(4,)",The last person that Hillary or Bernie want to run against is Donald Trump --- and that is fact!,4
"(0,)","We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. 
No way to run a country!",0
"(6,)","Word is-early voting in FL is very dishonest. Little Marco, his State Chairman, &amp; their minions are working overtime-trying to rig the vote.",6
"(0,)","The rally in Cincinnati is ON. Media put out false reports that it was cancelled! 
#MakeAmericaGreatAgain #Trump2016",0
"(14,)","Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt",14
"(7,)",MAKE AMERICA GREAT AGAIN!,7
"(0,)","On my way to Dayton, Ohio. Will be there soon!",0
"(0,)",The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!,0
"(0,)","Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!",0
"(0,)",Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,0
"(8,)","The organized group of people, many of them thugs, who shut down our First Amendment rights in Chicago, have totally energized America!",8
"(8,)",I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016,8
"(14,)",Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk,14
"(6,)",It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman &amp; conservative. https://t.co/11rEMu99qc,6
"(14,)","Thank you St. Louis, Missouri! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/qM1Mwq05j2 https://t.co/MxVFHvHfS3",14
"(0,)","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews",0
"(5,)",https://t.co/ZQ0osiFEJQ,5
"(0,)","Dr. Ben Carson- I concur. 

""I believe in God who can change people- he can make any of us better.""
@RealBenCarson",0
"(12,)",RT @greta: Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans,12
"(12,)",RT @RealBenCarson: Please read my full endorsement of @realDonaldTrump  for President of the United States: https://t.co/aSx9u3Ayz1.,12
"(2,)",RT @RealBenCarson: I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …,2
"(6,)","RT @RealBenCarson: Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective &amp; the vision, guts &amp; ene…",6
"(12,)",RT @CLewandowski_: The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident  Breitbart htt…,12
"(1,)",Thank you! #GOPDebate https://t.co/BuJ1YFkjvm,1
"(6,)","""@JaredWyand: Let's be clear.. #NeverTrump is about ""Never someone we don't own"" You either play into it &amp; let them win or vote Trump.",6
"(1,)","Thank you America! #Trump2016
#MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh",1
"(1,)",Thank you Mark. #GOPDebate  https://t.co/jeaiAvgEEC,1
"(4,)","""@adriparsonss: @The_Trump_Train @realDonaldTrump #Donald Trump is your man America. He is the best!! Vote for him!"" Thank you!",4
"(0,)","Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.",0
"(0,)","Another Dishonest Politician 
#LightweightSenatorMarcoRubio https://t.co/w7G5vJ511O",0
"(14,)","Keep lightweight Marco and his friends out of the White House. 
#MakeAmericaGreatAgain #Trump2016 https://t.co/hNkkRx66Hc",14
"(6,)","Phony Club For Growth tried to shake me down for one million dollars, &amp; is now putting out nasty negative ads on me. They are total losers!",6
"(14,)",Thank you Hawaii! #Trump2016,14
"(1,)",This was a great evening- I would like to thank everyone for their wonderful support.,1
"(4,)",RT @RSBNetwork: LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A,4
"(1,)",Thank you Michigan! #Trump2016,1
"(1,)",Thank you Mississippi! #Trump2016,1
"(14,)",Thank you! #Trump2016 https://t.co/WvTkL8mMHY,14
"(14,)","Thank you America! #Trump2016
https://t.co/jOD54EGGmG",14
"(4,)","Word is I am doing very well in Michigan and Mississippi! Wow, and with all that money spent against me! Will be going to Trump Jupiter now!",4
"(0,)","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll",0
"(12,)",RT @EricTrump: Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…,12
"(0,)","The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!",0
"(5,)","Hawaii:
https://t.co/MnIlk2l9hP
Idaho:
https://t.co/7y5RxLpZRQ
Mississippi:
https://t.co/n43cPeJIqa
Michigan:
https://t.co/GL5JiZbqIc",5
"(14,)","#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX",14
"(14,)","#VoteTrumpHI! #Trump2016
https://t.co/cCCLxnisSO",14
"(14,)","#VoteTrumpMI! #Trump2016
https://t.co/IWMxISjH6L",14
"(14,)","#VoteTrumpMS! #Trump2016
https://t.co/KaHD0uENla",14
"(0,)","Mitt Romney had his chance and blew it. Lindsey Graham ran for president, got ZERO, and quit! Why are they now spokesmen against me? Sad!",0
"(0,)","Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!",0
"(0,)","Sun Sentinel says: Rubio lacks the experience, work ethic and gravitas needed to be president. HE HAS NOT EARNED YOUR VOTE!",0
"(6,)","""@EricTrump: Wishing our father tremendous luck in Michigan, Mississippi, Idaho &amp; Hawaii today! Amazing father! https://t.co/cYpx4eC9W @Q""",6
"(7,)",MAKE AMERICA GREAT AGAIN!,7
"(1,)",Thank you @EricTrump! https://t.co/U1iTLmcbAc,1
"(5,)","Michigan, Mississippi, Idaho &amp; Hawaii: Get out to VOTE and join the movement today! Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc",5
"(6,)",The Club for Growth is a very dishonest group. They represent conservative values terribly &amp; are bad for America. https://t.co/rnGoaprYuA,6
"(6,)","People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i",6
"(9,)","Ted Cruz Was For Welcoming Syrian Refugees Before He Was Against It
https://t.co/zw4o1DJgfB",9
"(8,)","I employ many people in Hawaii at my great hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!",8
"(0,)","Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! 
Thank you!",0
"(13,)",I will be interviewed by @SeanHannity tonight at 10pm EST on @FoxNews! Enjoy!,13
"(0,)","New ad concerning lightweight Senator Marco Rubio: 
https://t.co/cNe0skpB5i",0
"(1,)","Thank you Idaho! I love your potatoes- 
nobody grows them better. As 
President, I will protect your market. https://t.co/kqx8un1jnw",1
"(4,)","Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE",4
"(3,)","""@justin_sellers: Setup is underway @realDonaldTrump rally in Madison. #MSPrimary https://t.co/1HLgixbqia"" Thank you!",3
"(0,)","It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!",0
"(9,)",Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!,9
"(0,)","Leaving for North Carolina. Big crowd, will be fun!",0
"(4,)",Congratulation to Adam Scott and all of the folks at Trump National Doral on producing a really great WGC Tournament. Amazing finish!,4
"(0,)","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida",0
"(0,)","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of  $'s in false ads!",0
"(0,)","Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous  failures have ZERO credibility!",0
"(0,)","Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!",0
"(6,)",How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook &amp; Twitter. Watch!,6
"(0,)","All of the phony T.V. commercials against me are bought and payed for by SPECIAL INTEREST GROUPS, the bandits that tell your pols what to do",0
"(4,)","""@Janetlarose1: @realDonaldTrump @FaceTheNation @jdickerson WASHINGTON VERSUS TRUMP ❤ &amp;TRUMPS SUPPORTERS ... #TRUMPDOG""",4
"(4,)","""@ChadRowland3:  @jdickerson @FaceTheNation A solid interview and a fair one. Great job Mr. Trump. Keep up the good work. #TrumpTrain""",4
"(0,)",.@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!,0
"(7,)",I am at Trump National Doral-best resort in U.S. Rory and Adam Scott are doing great! Watch on NBC at 3:00 P.M.  MAKE AMERICA GREAT AGAIN!,7
"(0,)",Thank you to @jdickerson and @FaceTheNation for a very fair and professional interview this morning. No wonder you are #1 in the ratings!,0
"(8,)","Fraud lightweight Marco made a TV ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
https://t.co/KFmotmqfnN",8
"(4,)",The primary plaintiff in the phony Trump University suit wants to abandon the case. Disgraceful!,4
"(0,)","Nancy Reagan, the wife of a truly great President, was an amazing woman. She will be missed!",0
"(0,)","David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue.",0
"(14,)",Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE,14
"(1,)",FLORIDA: Do not miss this opportunity to #MakeAmericaGreatAgain! Thank you @IvankaTrump: https://t.co/LHRNDKsoKh https://t.co/7cnWT9RGSr,1
"(13,)",I will be interviewed on @FaceTheNation this morning. Enjoy!  @jdickerson,13
"(0,)",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!",0
"(1,)","Thank you Kentucky! #Trump2016
#SuperSaturday",1
"(1,)","Thank you Louisiana! #Trump2016
#SuperSaturday",1
"(12,)","RT @DonaldJTrumpJr: If you live in Louisiana, Maine, Kentucky or Kansas remember to vote today! Together let's #MakeAmericaGreatAgain🇺🇸 htt…",12
"(0,)","I will be at the Cadillac World Golf Championship @TrumpDoral in Miami tomorrow! Rory, Phil, Bubba, Adam, and Dustin all at the top!",0
"(1,)","Thank you Willie Robertson! 
#VoteTrump #MakeAmericaGreatAgain  https://t.co/0TUpaNfUmR",1
"(0,)",I would love to be at the Cadillac World Golf Championship @TrumpDoral in Miami- but even more so in Orlando with the #TrumpTrain!,0
"(0,)",I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!,0
"(9,)","Romney's failed advisors, like campaign mgr Stuart Stevens are all over TV telling people how to win. But they lost- don't know how to win!",9
"(0,)",".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!",0
"(0,)","Thank you, Kansas! The line going into the Orlando event is over a mile long. Massive crowd expected. Leaving Kansas now, be there soon!",0
"(14,)",#CaucusForTrump #Trump2016  https://t.co/pTUlDXgPkP,14
"(0,)",Getting ready to make my speech at #KansasCaucus. A great honor! #MakeAmericaGreatAgain #Trump2016,0
"(8,)",Thank you Kansas! Thousands of people inside- and thousands outside who couldn't get into the hall. Really amazing! #CaucusForTrump,8
"(9,)","To the people of Kentucky, 
Rand Paul didn't want you. Now he runs back due to his presidential failure. 
#VoteTrump #MakeAmericaGreatAgain",9
"(0,)","Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
KY his 2nd choice!",0
"(8,)","Will be in Orlando, Florida, this afternoon. 25,000 people expected. This is a movement like our GREAT COUNTRY has never seen before!",8
"(0,)","Wow, big lines in Kansas.",0
"(0,)","For all of today's voters please remember that I am the only candidate that is self funding my campaign, I am not bought and paid for!",0
"(7,)","Great time last night in Louisiana. Big and energetic crowd. Go out and vote now, polls open. MAKE AMERICA GREAT AGAIN!",7
"(0,)","I am in Kansas. Will be an exciting day. Big speech this morning in Wichita, and then go to caucus. Sorry CPAC (the format was fine!).",0
"(14,)","Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
#MakeAmericaGreatAgain #Trump2016
https://t.co/HtVKgLdKcp",14
"(1,)","Thank you New Orleans, Louisiana!
#MakeAmericaGreatAgain #VoteTrump
https://t.co/tI1h9xT9GX https://t.co/0bf7BOlWEj",1
"(12,)","RT @EricTrump: Friends: Remember to VOTE tomorrow if you live in Louisiana, Maine, Kentucky or Kansas!  🇺🇸🇺🇸#MakeAmericaGreatAgain https://…",12
"(14,)","Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
#MakeAmericaGreatAgain #Trump2016
https://t.co/HtVKgLvlAZ",14
"(7,)","Thank you Cadillac, Michigan! #VoteTrumpMI on 3/8/2016. We will MAKE AMERICA GREAT AGAIN!
https://t.co/8RDmQCbHce https://t.co/94mFPx0EgH",7
"(5,)","#VoteTrumpKS #Trump2016
March 5, 2016 | Wichita, Kansas: 
https://t.co/BkvBzvsJ12 https://t.co/Q8eZU9yi6W",5
"(0,)",U.S. Senator Bob Corker (R-Tenn.) issued the following statement today regarding the 2016 presidential election: https://t.co/79y1KgC7S4,0
"(14,)","Thank you Macomb County, Michigan! #MakeAmericaGreatAgain #Trump2016 https://t.co/9TBvy6obcE",14
"(0,)","""@SirHatchporch: Mary Kissel is an SNL character, right? She's not a real person, right? #MorningJoe""  She is a major loser - no clue!",0
"(3,)","""@AngieSteinberg: GET THAT POS WSJ LIAR FANTASY PUNDIT @marykissel OFF THE AIR. Blah blah. A real dummy! @Morning_Joe @realDonaldTrump",3
"(14,)","Thank you America! #Trump2016 
https://t.co/fNMPlXpkFf https://t.co/W1biUNTvFk",14
"(14,)","MY POSITION ON VISAS
#MakeAmericaGreatAgain #Trump2016
https://t.co/JGmOd5gr5z https://t.co/OLg6N3Ug9U",14
"(4,)","The Better Business Bureau report, with an A rating for Trump University. #GOPDebate https://t.co/ldJ5EFp3HM https://t.co/1K9u09CFQQ",4
"(9,)","Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used.",9
"(0,)","Senator Sessions will serve as the 
Chairman of my National Security 
Advisory Committee. https://t.co/jQed1P6SD9 https://t.co/n83Cbs4jtA",0
"(14,)","THANK YOU PORTLAND, Maine!
#MakeAmericaGreatAgain #Trump2016
https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD",14
"(8,)",On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016,8
"(0,)",Will miss @RealBenCarson tonight at the #GOPDebate. I hope all of Ben's followers will join the #TrumpTrain. We will never forget.,0
"(4,)",Go to Trump Doral in Miami and watch the World Golf Championship! On NOW!,4
"(8,)","""@blt21muttrades: People are just mad that you're doing so good so they are gonna do they're best to stop you. Not gonna happen #MAGA""",8
"(3,)","""@CreativeXwalk: @realDonaldTrump teaching the GOP how to lose four years ago was not enough. Now Romney wants to do it again.""",3
"(4,)",The phony lawsuit against Trump U could have been easily settled by me but I want  to go to court. 98% approval rating by students. Easy win,4
"(12,)","RT @rupertmurdoch: As predicted, Trump reaching out to make peace with Republican ""establishment"".  If he becomes inevitable party would be…",12
"(0,)",Why did Mitt Romney BEG me for my endorsement four years ago?,0
"(2,)","I am the only one who can beat Hillary Clinton. I am not a Mitt Romney, who doesn't know how to win. Hillary wants no part of ""Trump""",2
"(8,)","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!",8
"(8,)","I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!",8
"(0,)","Failed candidate Mitt Romney,who ran one of the worst races in presidential history,is working with the establishment to bury a big ""R"" win!",0
"(0,)","""@malski1954: I changed parties to vote for you, no one else measures up to you, The GOPe needs a reality check. Our country is at stake""",0
"(0,)",Looks like two-time failed candidate Mitt Romney is going to be telling Republicans how to get elected. Not a good messenger!,0
"(6,)",Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp; Cruz.When you see them think of your puppet POLS,6
"(9,)","""@Johnsmi01433966: The establishment doesn't like you because they can't control you and get you to lie to us and keep ripping us off.""",9
"(0,)","Because of me, the Republican Party has taken in millions of new voters, a record. If they are not careful, they will all leave. Sad!",0
"(14,)","#MakeAmericaGreatAgain #Trump2016
Video: https://t.co/IbcE5tsRf7 https://t.co/bHqg1rkFy3",14
"(5,)","I would love to see the Republican party and everyone get together- and unify.
Video: https://t.co/RWEnPUJO23 https://t.co/RT8Gmf6WHL",5
"(0,)",Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2),0
"(0,)",Failed Presidential Candidate Mitt Romney is having a news conference tomorrow to criticize me. (1/2),0
"(0,)",I am going to repeal and replace ObamaCare! Read more about my positions on healthcare reform here: https://t.co/WwIVhIud06,0
"(4,)",.@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!,4
"(0,)","""@HavBat22: @TeamCavuto #KenLangone is 100% correct #NeilCavuto. And u and the rest of u #Fox muppets refuse to HEAR HIM."" So true!",0
"(9,)","Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger, stronger party!",9
"(13,)","My wife @MELANIATRUMP will be #OnTheRecord w/ @greta tonight at 7pmE on @FoxNews. Enjoy! 
https://t.co/yxrRkJJSGG https://t.co/Trv1hj9hRI",13
"(3,)","""@KinnardJan: @Itsjoeco @realDonaldTrump I took Trump University class and saved my home!""",3
"(0,)","Marco Rubio lost big last night. I even beat him in Virginia, where he spent so much time and money. Now his bosses are desperate and angry!",0
"(6,)","Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam, his house sale &amp; his no show voting!",6
"(8,)",The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.,8
"(4,)","""@JoeNBC: FOX calls Virginia for Trump. If it holds, it's a big win for Trump and a big setback for Rubio, who needed to win the state.",4
"(9,)","""@JoeNBC: Marco Rubio just criticized Ted Cruz for underperforming tonight. Wow. #SuperTuesday""",9
"(9,)","""@NorahODonnell: Looks like Rubio won't get any delegates from TX or AL because he didn't meet 20% threshold.""",9
"(0,)","""@mikiebarb: ""A nearly impossible path to the GOP nomination"" for Rubio, says @apalmerdc: https://t.co/zCTpSAjPvc …""",0
"(4,)","""@danpfeiffer: For the record, most Democrats would much rather face Cruz than Trump""  So true!",4
"(1,)","Thank you Vermont! #Trump2016
#SuperTuesday",1
"(1,)","Thank you Arkansas! #Trump2016
#SuperTuesday",1
"(1,)","Thank you Virginia! #Trump2016
#SuperTuesday",1
"(1,)","Thank you Alabama! #Trump2016
#SuperTuesday",1
"(1,)","Thank you Tennessee! #Trump2016
#SuperTuesday",1
"(1,)",Thank you Massachusetts! #Trump2016 #SuperTuesday,1
"(1,)","Thank you Georgia!
#SuperTuesday #Trump2016",1
"(1,)","Wow! Thank you Louisville, Kentucky! 
#VoteTrump on 3/5/2016! Lets #MakeAmericaGreatAgain!
https://t.co/frO6s3NKpp https://t.co/xFwWRrro3l",1
"(1,)","Lets go America! Get out &amp; #VoteTrump! #Trump2016
#MakeAmericaGreatAgain!
#SuperTuesday https://t.co/w0eAglHeh8 https://t.co/rGanPzZHmS",1
"(7,)",MAKE AMERICA GREAT AGAIN!,7
"(12,)",RT @EricTrump: Who has voted today??? Feedback from the polls? I'm like a kid on Christmas! #SuperTuesday #MakeAmericaGreatAgain https://t.…,12
"(1,)","Thank you Columbus, Ohio! https://t.co/D0tok8j6jj",1
"(8,)",The people of South Carolina are embarrassed by Nikki Haley!,8
"(12,)",RT @CLewandowski_: Gov Nikki Haley just became a liability for Rubio after this was published to social media! https://t.co/NBvl6bs223,12
"(12,)","RT @DanScavino: .@NikkiHaley in 2012 w/ Romney on tax returns🤔(political ploy.) Fast forward..2016 w/ Robot Rubio🤖
#FAIL👎#Politician https:…",12
"(0,)","Got the endorsement of Brian France and @NASCAR yesterday in Georgia. Also, many of the sports great drivers. Thank you Nascar and Georgia!",0
"(1,)","Thank you Georgia! 15,000 amazing supporters tonight! Everyone get out &amp; #VoteTrump tomorrow! #SuperTuesday https://t.co/jNA5YON6hA",1
"(1,)","Great news- Former Mayor of Dallas, Tom Leppert, has just endorsed me! Thank you! Tomorrow is a big day- VOTE! #VoteTrump #SuperTuesday",1
"(1,)","Thank you Brian France, Bill Elliott, @chaseelliott, @DavidRagan, &amp; @RyanJNewman! #NASCAR #Trump2016 #VoteTrump
https://t.co/6UDcvm1GB2",1
"(9,)","Phony Rubio commercial. I could have settled, but won't out of principle! See student surveys. https://t.co/KKHiBH554d",9
"(9,)",Trump University has a 98% approval rating. I could have settled but won't out of principle!,9
"(1,)","Thank you Virginia! 15,000 amazing supporters! Everyone get out and #VoteTrump tomorrow! https://t.co/Zg0OhOdtkV",1
"(13,)",My wife @MELANIATRUMP will be joining @andersoncooper @AC360 tonight at 8pmE on @CNN. Enjoy! https://t.co/aTIXHgK32N,13
"(0,)","Governor Alejandro García Padilla said presidential hopeful Sen. Marco Rubio “is no friend of Puerto Rico."" https://t.co/I6mhYnAcZ3",0
"(14,)",#Trump2016 #TrumpInstagram: https://t.co/tzHtny48nQ https://t.co/BpKZcISeKi,14
"(8,)","I am self funding my campaign and only work for YOU, the American people!
#Trump2016 Video: https://t.co/8hDC0YUobe https://t.co/o0EB479uEF",8
"(14,)","""Hillary could lose to Trump in Democratic New York""
#MakeAmericaGreatAgain #Trump2016
https://t.co/fQR48CVIbt",14
"(14,)","Join me in Columbus, Ohio tomorrow!
#MakeAmericaGreatAgain #Trump2016
https://t.co/yFhZd55GD9",14
"(1,)",Thank you America! Get out &amp; VOTE tomorrow! #Trump2016 #MakeAmericaGreatAgain https://t.co/ypLELkprpu https://t.co/XKU8R5b8Lo,1
"(13,)","My sons, Don and Eric, are on @foxandfriends now 7:35. Great kids, enjoy!",13
"(14,)","Thank you @SenatorSessions!
#MakeAmericaGreatAgain #Trump2016
https://t.co/Szs0QF88HR https://t.co/UL6t60TTjP",14
"(7,)","THANK YOU ALABAMA! 32,000 supporters tonight. Get out &amp; VOTE on Tuesday! WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/rOkldN7dat",7
"(0,)",Our law enforcement officers deserve our appreciation for the incredible job they do. Video: https://t.co/c4WjtoGpKT https://t.co/Z0XnapOu84,0
"(0,)",I will be making a big surprise announcement to the massive crowd assembled in Huntsville/Madison Alabama! Landing now! #Trump2016,0
"(0,)",Phylis Schlafly: 'Marco Rubio Betrayed Us All' https://t.co/nmXmLDQuaa,0
"(0,)","Little Marco Rubio treated America's ICE officers ""like absolute trash"" in order to pass Obama's amnesty. https://t.co/gm2wurLjFz",0
"(0,)","Little Marco Rubio gave amnesty to criminal aliens guilty of ""sex offenses."" DISGRACE! https://t.co/mZwpynzsLb",0
"(0,)",Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o,0
"(0,)","""@EmaGabi23: Rubio was kicking back on his $80k boat he bought with lobbyist money and claimed it was from book sale profit lol""",0
"(9,)",Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!,9
"(0,)","Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx",0
"(9,)","Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!",9
"(0,)",As I stated at the press conference on Friday regarding David Duke- I disavow. https://t.co/OIXFKPUlz2,0
"(9,)","Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!",9
"(14,)",#MakeAmericaGreatAgain #Trump2016 https://t.co/yFhZd55GD9,14
"(0,)","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!",0
"(8,)",Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!,8
"(0,)",I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.,0
"(0,)","While Hillary and I both won South Carolina by big margins, Repubs got far more votes with a massive increase from past cycles.GROWING PARTY",0
"(0,)","The Republican Establishment has been pushing for lightweight Senator Marco Rubio to say anything to ""hit"" Trump.I signed the pledge-careful",0
"(0,)","While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida",0
"(3,)","""@CharlesHodgson1:  A lot more water after this bombshell, Rubio. You are an enemy of America. @realDonaldTrump https://t.co/TnEnxt5NTDG""",3
"(3,)","""@ilduce2016: “It is better to live one day as a lion than 100 years as a sheep.” – @realDonaldTrump #MakeAmericaGreatAgain""",3
"(3,)","""@JimmyTheSaint09: @realDonaldTrump @RonnieMemo @ChrisChristie anything is better than @marcorubio""",3
"(9,)","""@fairess369: It is a sad commentary little boy Marco Rubio can't win in his home state. Floridians despise him as a opportunist phony.""",9
"(3,)","""@sprivitor @realDonaldTrump Marco 'Amnesty' Rubio is the front man of Amnesty. https://t.co/D4zXazzbq8 #AlwaysTrump #Trump2016 #TrumpTrain",3
"(3,)","""@tiarardis: @FoxNews @realDonaldTrump @JudgeJeanine GO TRUMP""",3
"(0,)","""@RonnieMemo: DonaldTrump is a leader. He is a successful person that, like me, isn’t afraid to tell it like it is."" Governor @ChrisChristie",0
"(5,)","We need to fix our broken education system! #StopCommonCore 
#MakeAmericaGreatAgain 
Video: https://t.co/xZ1eCJPo8T https://t.co/S8gQ6cibhC",5
"(7,)",THANK YOU Arkansas! Get out &amp; #VoteTrump on Tuesday. We will MAKE AMERICA SAFE &amp; GREAT AGAIN! https://t.co/evoiSpn8PX,7
"(6,)","Incredibly proud of my son @EricTrump &amp; his efforts on behalf of @StJude in Memphis, TN. https://t.co/FUWhYKhhNK https://t.co/ZgxukBnQ3k",6
"(0,)",It was an honor to be the Grand Marshall- in the Salute to Israel Parade back in 2004. https://t.co/G7G6HFP0Dh,0
"(9,)","Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar",9
"(0,)",".#RogerStone was just banned by @CNN - their loss! Tough, loyal guy.",0
"(0,)","I started my business with very little and built it into a great company, with some of the best real estate assets in the World. Amazing!",0
"(9,)","I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!",9
"(8,)",Fun to watch the Democrats working so hard to win the great State of South Carolina when I just won the Republican version - amazing people!,8
"(9,)",I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!,9
"(10,)","Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit, no problem!",10
"(0,)",I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?,0
"(3,)","""@NeilTurner_: @realDonaldTrump There's only one real candidate, and it's you! Donors control the other candidates! #VoteTrump"" Thank you.",3
"(12,)","RT @EricTrump: Friends: If you live in AL, AK, AR, CO, GA, MA, MN, OK, TN, TX, VT or VA, get out and VOTE on Tuesday! #Trump2016 https://t.…",12
